3600,0.8979
10800,2.6273
21600,8.3066
43200,11.0236
86400,15.5595
259200,20.6672
604800,23.9558
1209600,28.024
2419200,35.2105
4838400,42.3971
7257600,47.4527
9676800,51.8848
12096000,54.7576
14515200,58.0462
16934400,60.3993
19353600,61.8688
21772800,62.9746
